job_title,Company,Company_Location,Post On,Job_link
Lead AI/ML Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/lead-ai-ml-engineer-at-afiniti-3474212326?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=VNWeVbA1M1gWoiULUi8kFw%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card
Senior Python Developer,Emblem Technologies,"Lahore, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/senior-python-developer-at-emblem-technologies-3529826944?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=RmqKhjbAZN61D09d5gGiTA%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card
Oracle Application Developer,G&L Consulting,Pakistan,2 weeks ago,https://pk.linkedin.com/jobs/view/oracle-application-developer-at-g-l-consulting-3510608462?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=43iq6h8DNlTg6KhNcgGjMg%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card
Senior Integration Engineer,Afiniti,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-integration-engineer-at-afiniti-3281585484?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=ssBeyP31eda%2BaRJtVr%2B57w%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card
ASO,Desert Game Studio,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/aso-at-desert-game-studio-3499681075?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=0FyCOYgLPr%2BOHYczl2EbgQ%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card
Shopify theme developer,Web Creatorz,Pakistan,1 day ago,https://pk.linkedin.com/jobs/view/shopify-theme-developer-at-web-creatorz-3532048280?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=386HMGKnyNMLxpeXzaROHw%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card
Wordpress Developer,Senew Tech,"Lahore District, Punjab, Pakistan",3 days ago,https://pk.linkedin.com/jobs/view/wordpress-developer-at-senew-tech-3530178599?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=SFLPKTDSArVFGjQ26nSk9g%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card
Senior Software Implementation Specialist,"360factors, Inc.","Karāchi, Sindh, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/senior-software-implementation-specialist-at-360factors-inc-3508130178?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=etW6sBdaOrT7WgFpZi6rNQ%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card
Desarrollador Salesforce,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-salesforce-at-turing-3530699042?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=Sw5GuVk29R6uxNnjw0reeQ%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card
Flutter Developer,TekRevol,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/flutter-developer-at-tekrevol-3531121628?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=gmftW6hYO1zGeIu%2FdJdVZg%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card
Trainee Software Developer (Salesforce),Contour Software,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/trainee-software-developer-salesforce-at-contour-software-3524299761?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=7Y1eJTKW4TP301Kcn6TGBg%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card
Analytics Manager,Turing,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/analytics-manager-at-turing-3513184187?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=TdasbKb8uImkQlDaUK8V3g%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card
Sr Salesforce Developer,Cloud Primero B.V,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/sr-salesforce-developer-at-cloud-primero-b-v-3522423532?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=dK76fpr65gAlxFpYmCPmoA%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card
Wordpress Developer,Hammani Tech (Pvt.) Limited,"Islamabad, Islāmābād, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/wordpress-developer-at-hammani-tech-pvt-limited-3531677681?refId=nUPp1zbby8vw6pBMDlQ%2B9Q%3D%3D&trackingId=INtPGtx2seTlF8uvwx2xxQ%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card
Senior Zoho Developer,Software Alliance,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-zoho-developer-at-software-alliance-3512896606?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=VByqI5MIwq080vJMDK%2F%2B4g%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card
Application Developer,TechnoSense21,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/application-developer-at-technosense21-3477755403?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=TuuXGgs76bK4m%2FwYJ9n4Jw%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card
Senior Data Scientist,Nextbridge Ltd.,"Lahore, Punjab, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/senior-data-scientist-at-nextbridge-ltd-3495935528?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=f3jzv9uRrPVd5Qq36PsA9w%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card
Full Stack Developers & Graphic Designers,Vinspyre (Pvt.) Ltd,"Karāchi, Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/full-stack-developers-graphic-designers-at-vinspyre-pvt-ltd-3529663561?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=1cU5ZgF7B6Vq2dmN4CmvVw%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card
Magento Developer,Manafa Technologies,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/magento-developer-at-manafa-technologies-3528865613?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=lo2tT4wNF73PxOXH4heQYw%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card
Data Scientist,HR Ways - Hiring Tech Talent,Pakistan,55 minutes ago,https://pk.linkedin.com/jobs/view/data-scientist-at-hr-ways-hiring-tech-talent-3534282099?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=cwZtWW%2FISL%2BxvgzfhxpyCw%3D%3D&position=6&pageNum=15&trk=public_jobs_jserp-result_search-card
Laravel Developer,Pixarsart Studios,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/laravel-developer-at-pixarsart-studios-3527013165?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=Jx%2FHveU2ad2ooVgpkKmV2w%3D%3D&position=7&pageNum=15&trk=public_jobs_jserp-result_search-card
WordPress Plugin Developer (Remote),MonetizeMore,"Karāchi, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/wordpress-plugin-developer-remote-at-monetizemore-3521529182?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=sHmyEH5ykjHGnNbLJ0Gvkg%3D%3D&position=8&pageNum=15&trk=public_jobs_jserp-result_search-card
Senior WordPress Developer,Digital Hub Sol,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/senior-wordpress-developer-at-digital-hub-sol-3526710718?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=leNBmdWthTmMtySZtT8ZiQ%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card
NetSuite Developer/BSD,Tkxel,"Lahore, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/netsuite-developer-bsd-at-tkxel-3510764474?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=o0e1xHsrcvjlR5rgYVuDxg%3D%3D&position=10&pageNum=15&trk=public_jobs_jserp-result_search-card
Wordpress Plugin Developer,Solution Box,Pakistan,1 day ago,https://pk.linkedin.com/jobs/view/wordpress-plugin-developer-at-solution-box-3532031212?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=7h2FBpIfidT6SbItg1iT7g%3D%3D&position=11&pageNum=15&trk=public_jobs_jserp-result_search-card
Laravel Developer,MyTM,"Lahore, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/laravel-developer-at-mytm-3528349380?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=1xDfVmy2bNF9oxcDGvM8IA%3D%3D&position=12&pageNum=15&trk=public_jobs_jserp-result_search-card
Senior Technical Trainer and Developer / Cloud Specialist,Teradata,"Lahore, Punjab, Pakistan",1 hour ago,https://pk.linkedin.com/jobs/view/senior-technical-trainer-and-developer-cloud-specialist-at-teradata-3382408712?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=%2B%2BCiLFJs0%2BtSnEwiBoTI0A%3D%3D&position=13&pageNum=15&trk=public_jobs_jserp-result_search-card
Blockchain Developer,Freelance,"Karāchi, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/blockchain-developer-at-freelance-3517488686?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=bMCwrfeJmHNBrGFSFngChg%3D%3D&position=14&pageNum=15&trk=public_jobs_jserp-result_search-card
WordPress Plugin Developer (Remote),MonetizeMore,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/wordpress-plugin-developer-remote-at-monetizemore-3521544979?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=v8CIYVa14NdeID5PvCiEjA%3D%3D&position=15&pageNum=15&trk=public_jobs_jserp-result_search-card
API Developer,Contour Software,"Karāchi, Sindh, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/api-developer-at-contour-software-3524902613?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=E2hOST1U52KqXf0mIX4l5A%3D%3D&position=16&pageNum=15&trk=public_jobs_jserp-result_search-card
Sr. IOS Developer,CareSoft Pvt Ltd,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/sr-ios-developer-at-caresoft-pvt-ltd-3508869985?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=F38zEs%2BVjh%2FVfLFA0lZH0Q%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card
ROR Developer,OptimaGeeks,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/ror-developer-at-optimageeks-3520748620?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=KLgQyrIYO69DLHjQiSDbQQ%3D%3D&position=18&pageNum=15&trk=public_jobs_jserp-result_search-card
Back-end Developer,AppCake,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/back-end-developer-at-appcake-3527779245?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=E%2BMT7ZOx%2BNqZveaprKxC6g%3D%3D&position=19&pageNum=15&trk=public_jobs_jserp-result_search-card
Python Django Developer,Crystallite Pakistan - (PVT) Limited,"Karāchi, Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/python-django-developer-at-crystallite-pakistan-pvt-limited-3525228289?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=tebBsVAiTN2cX3KWAd8djg%3D%3D&position=20&pageNum=15&trk=public_jobs_jserp-result_search-card
Associate Software Engineer,Bentley Systems,"Islamabad, Islāmābād, Pakistan",4 months ago,https://pk.linkedin.com/jobs/view/associate-software-engineer-at-bentley-systems-3366439193?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=Zkk2XNrNyQT4raAnnwxiRA%3D%3D&position=21&pageNum=15&trk=public_jobs_jserp-result_search-card
Desarrollador Salesforce,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-salesforce-at-turing-3530691995?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=DYExsWjuyOLkJa7wUSZKUA%3D%3D&position=22&pageNum=15&trk=public_jobs_jserp-result_search-card
Trainee - Software Engineer,Beam,"Karāchi, Sindh, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/trainee-software-engineer-at-beam-3529048981?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=tp6sTIzp2D0wEazZU6c9tw%3D%3D&position=23&pageNum=15&trk=public_jobs_jserp-result_search-card
Senior DevOps Engineer,MindZBASE,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-devops-engineer-at-mindzbase-3524609301?refId=8Vpi53aAcvnIyBipshkGVw%3D%3D&trackingId=kj3WgTzqI0jLKofWza98Ag%3D%3D&position=24&pageNum=15&trk=public_jobs_jserp-result_search-card
Backend Engineer - On Street Maps Specialist,Bee-link Solutions,"Karāchi, Sindh, Pakistan",2 hours ago,https://pk.linkedin.com/jobs/view/backend-engineer-on-street-maps-specialist-at-bee-link-solutions-3520722576?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=FgzatXpbAAaAMW%2FMh3djWQ%3D%3D&position=1&pageNum=16&trk=public_jobs_jserp-result_search-card
WordPress Plugin Developer (Remote),MonetizeMore,"Hyderabad, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/wordpress-plugin-developer-remote-at-monetizemore-3521550569?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=crM37az7Hh0oMO6yOuVYoQ%3D%3D&position=2&pageNum=16&trk=public_jobs_jserp-result_search-card
Senior DevOps Engineer,People (Professional Employers Pvt Ltd),"Lahore, Punjab, Pakistan",6 days ago,https://pk.linkedin.com/jobs/view/senior-devops-engineer-at-people-professional-employers-pvt-ltd-3526531098?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=zrZVQ1z3eRBtT%2BKNTj0a9g%3D%3D&position=3&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3379060364?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=3gqu1M38RUC2IH8fgPKWUw%3D%3D&position=4&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3376293102?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=m43XVGo6eM0kQuL6YEyBYQ%3D%3D&position=5&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3407509329?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=lsrfts4j9kvJSB0bSolUgg%3D%3D&position=6&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3497155524?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=DNVogOLTQcIUX%2BLyg8bLlw%3D%3D&position=7&pageNum=16&trk=public_jobs_jserp-result_search-card
Internship - Software Test Engineer,Howmuch,"Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/internship-software-test-engineer-at-howmuch-3531643002?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=PLfqDG4NoPlLmJQLSgi%2FBA%3D%3D&position=8&pageNum=16&trk=public_jobs_jserp-result_search-card
Unity 2D Game Developer,Gamers Guild,"Lahore District, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/unity-2d-game-developer-at-gamers-guild-3532763874?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=R7Tt1fEHLPm091F1D0fCVg%3D%3D&position=9&pageNum=16&trk=public_jobs_jserp-result_search-card
Junior Software Developer,Contour Software,"Lahore, Punjab, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/junior-software-developer-at-contour-software-3524900755?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=bnJ%2FkWuCMLQFzmQ%2FK42ffw%3D%3D&position=10&pageNum=16&trk=public_jobs_jserp-result_search-card
Senior Expert Server Engineer,Afiniti,"Karachi Division, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/senior-expert-server-engineer-at-afiniti-3324228173?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=cUKWkuWWNw8WjOlPABNTlg%3D%3D&position=11&pageNum=16&trk=public_jobs_jserp-result_search-card
Wordpress Developer,Pro IT City,"Lahore, Punjab, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/wordpress-developer-at-pro-it-city-3532002408?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=EbFABDl1nuxJYL8HbE8ANg%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card
Application Security Engineer,PackageX,"Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/application-security-engineer-at-packagex-3490314378?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=nPOT9jOE7NtYI4e7MbcadA%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card
Laravel Developer,Devinx,"Lahore, Punjab, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/laravel-developer-at-devinx-3526718165?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=Tx%2BVWPU9bwBgqjV9Eij44Q%3D%3D&position=14&pageNum=16&trk=public_jobs_jserp-result_search-card
Front-end Developer,IKONIC,"Islamabad, Islāmābād, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/front-end-developer-at-ikonic-3531570609?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=4Wm%2BQAf%2B1CQyFTmySLdSUA%3D%3D&position=15&pageNum=16&trk=public_jobs_jserp-result_search-card
Lead/Sr./DS II Data Scientist (Decisioning) R&D,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/lead-sr-ds-ii-data-scientist-decisioning-r-d-at-afiniti-3497890216?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=npgmWFw0V7IhN%2BPICckMZA%3D%3D&position=16&pageNum=16&trk=public_jobs_jserp-result_search-card
Game emulator developer,Techzyz,Pakistan,2 weeks ago,https://pk.linkedin.com/jobs/view/game-emulator-developer-at-techzyz-3504424616?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=XOI18j1l3LEiCDhJCHpoCQ%3D%3D&position=17&pageNum=16&trk=public_jobs_jserp-result_search-card
SiteCore Developer,The Consulting Group,"Karāchi, Sindh, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/sitecore-developer-at-the-consulting-group-3532003333?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=ezVvJwqN%2Fi%2F%2FE53w7BLoMA%3D%3D&position=18&pageNum=16&trk=public_jobs_jserp-result_search-card
Desarrollador SQL Server,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-sql-server-at-turing-3527015560?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=KHg63HMgtishynOAwAHVPg%3D%3D&position=19&pageNum=16&trk=public_jobs_jserp-result_search-card
WordPress Plugin Developer (Remote),MonetizeMore,"Lahore, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/wordpress-plugin-developer-remote-at-monetizemore-3521531295?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=mwRaZut9aT%2BcAsq1MfAi8A%3D%3D&position=20&pageNum=16&trk=public_jobs_jserp-result_search-card
DevOps Engineer,Finclude,"Karāchi, Sindh, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/devops-engineer-at-finclude-3531568752?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=KRDWhn3AFIhbgHKiYanPrg%3D%3D&position=21&pageNum=16&trk=public_jobs_jserp-result_search-card
ServiceNow Developer,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/servicenow-developer-at-afiniti-3412241963?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=qgShswgqpCvE%2BjofA133jA%3D%3D&position=22&pageNum=16&trk=public_jobs_jserp-result_search-card
Laravel Developer,Coding Solution 24,"Rahim Yar Khan District, Punjab, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/laravel-developer-at-coding-solution-24-3524611661?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=%2Bd4G9jyDq0NyJFTCF8lbxg%3D%3D&position=23&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3497157438?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=IHgi5hFbMdkU3M7UJHw3%2Fw%3D%3D&position=24&pageNum=16&trk=public_jobs_jserp-result_search-card
Data Scientist II,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",5 days ago,https://pk.linkedin.com/jobs/view/data-scientist-ii-at-afiniti-3497158258?refId=MO3RUdhpOjHs2UHn86o3Og%3D%3D&trackingId=0nc50Cfhi4X2DdokVZU7HQ%3D%3D&position=25&pageNum=16&trk=public_jobs_jserp-result_search-card
Senior Golang Developer,ZIXEL,"Islamabad, Islāmābād, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-golang-developer-at-zixel-3524609705?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=osw%2FCpfoKYJQYMbz5oZ6YQ%3D%3D&position=1&pageNum=17&trk=public_jobs_jserp-result_search-card
ServiceNow Developer,Afiniti,"Lahore, Punjab, Pakistan",2 days ago,https://pk.linkedin.com/jobs/view/servicenow-developer-at-afiniti-3412246232?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=qB8gJeUhmHxcsEar6Cuu9Q%3D%3D&position=2&pageNum=17&trk=public_jobs_jserp-result_search-card
Flutter Developer,ACE Money Transfer,"Kharian, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/flutter-developer-at-ace-money-transfer-3532742133?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=uKcf0Q7A%2B6AmZfGqMf1O6A%3D%3D&position=3&pageNum=17&trk=public_jobs_jserp-result_search-card
Experienced PHP Developer,ADB World,"Lahore, Punjab, Pakistan",4 days ago,https://pk.linkedin.com/jobs/view/experienced-php-developer-at-adb-world-3528552934?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=D735lTywtPbLRi7vvRHCrA%3D%3D&position=4&pageNum=17&trk=public_jobs_jserp-result_search-card
Senior Engineer - Windows (Contractual),Gaditek,"Karāchi, Sindh, Pakistan",1 month ago,https://pk.linkedin.com/jobs/view/senior-engineer-windows-contractual-at-gaditek-3526582329?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=EqhC9KbYcam8slekskWQTA%3D%3D&position=5&pageNum=17&trk=public_jobs_jserp-result_search-card
Wordpress Developer,Gomal Themes,"Faisalabad, Punjab, Pakistan",2 weeks ago,https://pk.linkedin.com/jobs/view/wordpress-developer-at-gomal-themes-3515615613?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=%2F2l2EMquus24%2BW7%2FVCDOdA%3D%3D&position=6&pageNum=17&trk=public_jobs_jserp-result_search-card
Desarrollador de Amazon Connect,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-de-amazon-connect-at-turing-3527016333?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=Sk94ZxcPonfrv3z8TyPAlQ%3D%3D&position=7&pageNum=17&trk=public_jobs_jserp-result_search-card
Desarrollador WordPress,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/desarrollador-wordpress-at-turing-3522898634?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=nBldic2M2nmKswjyMeOyJg%3D%3D&position=8&pageNum=17&trk=public_jobs_jserp-result_search-card
AWS Serverless Developer,Roomcoders,"Lahore, Punjab, Pakistan",1 day ago,https://pk.linkedin.com/jobs/view/aws-serverless-developer-at-roomcoders-3533265769?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=zbhQKEfTxOVA%2F%2FfJ0CwA4g%3D%3D&position=9&pageNum=17&trk=public_jobs_jserp-result_search-card
Citrix Engineer,"dinCloud Pakistan, An ATSG Company","Islamabad, Islāmābād, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/citrix-engineer-at-dincloud-pakistan-an-atsg-company-3504269267?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=o0TrzT3NYpkyWI%2FOmm7QXA%3D%3D&position=10&pageNum=17&trk=public_jobs_jserp-result_search-card
Lead AI/ML Engineer,Afiniti,"Peshawar, Khyber Pakhtunkhwa, Pakistan",3 weeks ago,https://pk.linkedin.com/jobs/view/lead-ai-ml-engineer-at-afiniti-3474206853?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=dugfw1wV%2FcicA%2BhmTF9FxQ%3D%3D&position=11&pageNum=17&trk=public_jobs_jserp-result_search-card
Senior Integration Engineer,Afiniti,"Karachi Division, Sindh, Pakistan",1 week ago,https://pk.linkedin.com/jobs/view/senior-integration-engineer-at-afiniti-3281582885?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=oTNCQlCyeJx5rOfoAYJt4w%3D%3D&position=12&pageNum=17&trk=public_jobs_jserp-result_search-card
Junior Application Developer,Turing,Pakistan,1 month ago,https://pk.linkedin.com/jobs/view/junior-application-developer-at-turing-3518660159?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=2agPqKnVY%2FIUkpY%2BzupjZQ%3D%3D&position=13&pageNum=17&trk=public_jobs_jserp-result_search-card
Senior Data Scientist,Motive,Pakistan,1 week ago,https://pk.linkedin.com/jobs/view/senior-data-scientist-at-motive-3486744002?refId=8hCTXrk5fHeg%2B9FhZRgn0Q%3D%3D&trackingId=PeaHJwOcZPONfrBrPCnqdQ%3D%3D&position=14&pageNum=17&trk=public_jobs_jserp-result_search-card
